"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Has Synonym","primary_diagnosis","Classical Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis","PT","GDC","N/A"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Related To","primary_diagnosis","Hodgkin lymphoma, lymphocyte depletion, NOS","PT","GDC","N/A"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Related To","morphology","9653/3","PT","GDC","N/A"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Has Synonym","primary_diagnosis","Hodgkin lymphoma, lymphocyte depletion, reticular","PT","GDC","N/A"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Related To","morphology","9654/3","PT","GDC","N/A"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Related To","primary_diagnosis","Classical Hodgkin lymphoma, lymphocyte depletion, NOS","PT","GDC","N/A"
"C9283","Lymphocyte-Depleted Classic Hodgkin Lymphoma","Related To","morphology","9655/3","PT","GDC","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Has Synonym","primary_diagnosis","Hodgkin disease, nodular sclerosis, NOS","PT","GDC","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","morphology","9663/3","PT","GDC","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Has Synonym","primary_diagnosis","Classical Hodgkin lymphoma, nodular sclerosis, NOS","PT","GDC","N/A"
"C3518","Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","primary_diagnosis","Hodgkin lymphoma, nodular sclerosis, NOS","PT","GDC","N/A"
"C7539","Lymphoid Leukemia","Related To","primary_diagnosis","Lymphocytic leukemia, NOS","PT","GDC","N/A"
"C7539","Lymphoid Leukemia","Related To","primary_diagnosis","Lymphatic leukemic, NOS","PT","GDC","N/A"
"C7539","Lymphoid Leukemia","Related To","primary_diagnosis","Lymphosarcoma cell leukemia","PT","GDC","N/A"
"C7539","Lymphoid Leukemia","Has Synonym","primary_diagnosis","Lymphoid leukemia, NOS","PT","GDC","N/A"
"C7539","Lymphoid Leukemia","Related To","disease_type","Lymphoid Leukemias","PT","GDC","N/A"
"C7539","Lymphoid Leukemia","Related To","morphology","9820/3","PT","GDC","N/A"
"C2912","Burkitt Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, small noncleaved, Burkitt type","PT","GDC","N/A"
"C2912","Burkitt Lymphoma","Related To","primary_diagnosis","Burkitt tumor","PT","GDC","N/A"
"C2912","Burkitt Lymphoma","Related To","primary_diagnosis","Burkitt lymphoma, NOS (Includes all variants)","PT","GDC","N/A"
"C2912","Burkitt Lymphoma","Has Synonym","tumor_code","NHL, Burkitt lymphoma (BL)","PT","GDC","N/A"
"C2912","Burkitt Lymphoma","Related To","morphology","9687/3","PT","GDC","N/A"
"C2912","Burkitt Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, undifferentiated, Burkitt type","PT","GDC","N/A"
"C7258","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Related To","morphology","9659/3","PT","GDC","N/A"
"C7258","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Has Synonym","primary_diagnosis","Hodgkin lymphoma, lymphocyte predominance, nodular","PT","GDC","N/A"
"C7258","Nodular Lymphocyte Predominant Hodgkin Lymphoma","Has Synonym","primary_diagnosis","Hodgkin lymphoma, nodular lymphocyte predominance","PT","GDC","N/A"
"C3208","Lymphoma","Has Synonym","primary_diagnosis","Lymphoma, NOS","PT","GDC","N/A"
"C3208","Lymphoma","Related To","disease_type","Malignant Lymphomas, NOS or Diffuse","PT","GDC","N/A"
"C3208","Lymphoma","Has Synonym","relationship_primary_diagnosis","Lymphoma","PT","GDC","N/A"
"C3208","Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, NOS","PT","GDC","N/A"
"C3208","Lymphoma","Related To","morphology","9590/3","PT","GDC","N/A"
"C3058","Glioblastoma","Related To","tumor_code_id","02","PT","GDC","N/A"
"C3058","Glioblastoma","Related To","tumor_code_id","10","PT","GDC","N/A"
"C3058","Glioblastoma","Related To","tumor_code_id","62","PT","GDC","N/A"
"C3058","Glioblastoma","Has Synonym","primary_diagnosis","Glioblastoma multiforme","PT","GDC","N/A"
"C3058","Glioblastoma","Related To","tumor_code_id","20","PT","GDC","N/A"
"C3058","Glioblastoma","Related To","tumor_code_id","01","PT","GDC","N/A"
"C3058","Glioblastoma","Has Synonym","relationship_primary_diagnosis","Glioblastoma","PT","GDC","N/A"
"C3058","Glioblastoma","Related To","tumor_code_id","04","PT","GDC","N/A"
"C3058","Glioblastoma","Has Synonym","primary_diagnosis","Spongioblastoma multiforme","PT","GDC","N/A"
"C3058","Glioblastoma","Related To","morphology","9440/3","PT","GDC","N/A"
"C3058","Glioblastoma","Has Synonym","tumor_code","CNS, glioblastoma (GBM)","PT","GDC","N/A"
"C3058","Glioblastoma","Related To","tumor_code_id","03","PT","GDC","N/A"
"C3058","Glioblastoma","Has Synonym","primary_diagnosis","Glioblastoma","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Has Synonym","primary_diagnosis","Malignant peripheral nerve sheath tumor","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Has Synonym","primary_diagnosis","Neurofibrosarcoma","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Related To","primary_diagnosis","Malignant schwannoma, NOS","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Has Synonym","primary_diagnosis","Neurogenic sarcoma","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Related To","morphology","9540/3","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Has Synonym","primary_diagnosis","MPNST, NOS","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Related To","morphology","9560/3","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Related To","primary_diagnosis","Neurilemosarcoma","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Has Synonym","primary_diagnosis","Neurilemoma, malignant","PT","GDC","N/A"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Related To","primary_diagnosis","Neurosarcoma","PT","GDC","N/A"
"C3247","Myelodysplastic Syndrome","Has Synonym","primary_diagnosis","Myelodysplastic syndrome, NOS","PT","GDC","N/A"
"C3247","Myelodysplastic Syndrome","Has Synonym","primary_diagnosis","Preleukemia","PT","GDC","N/A"
"C3247","Myelodysplastic Syndrome","Related To","morphology","9989/3","PT","GDC","N/A"
"C3247","Myelodysplastic Syndrome","Related To","primary_diagnosis","Preleukemic syndrome","PT","GDC","N/A"
"C3247","Myelodysplastic Syndrome","Has Synonym","disease_type","Myelodysplastic Syndromes","PT","GDC","N/A"
"C4861","Acute Monocytic Leukemia","Related To","primary_diagnosis","Monocytic leukemia, NOS","PT","GDC","N/A"
"C4861","Acute Monocytic Leukemia","Related To","morphology","9891/3","PT","GDC","N/A"
"C4861","Acute Monocytic Leukemia","Related To","morphology","9860/3","PT","GDC","N/A"
"C4861","Acute Monocytic Leukemia","Has Synonym","primary_diagnosis","Acute monocytic leukemia","PT","GDC","N/A"
"C4861","Acute Monocytic Leukemia","Has Synonym","primary_diagnosis","FAB M5 (includes all variants)","PT","GDC","N/A"
"C2921","Skin Basal Cell Carcinoma","Has Synonym","relationship_primary_diagnosis","Basal Cell Cancer","PT","GDC","N/A"
"C2921","Skin Basal Cell Carcinoma","Has Synonym","primary_diagnosis","Basal cell epithelioma","PT","GDC","N/A"
"C2921","Skin Basal Cell Carcinoma","Has Synonym","comorbidity","Basal Cell Carcinoma","PT","GDC","N/A"
"C2921","Skin Basal Cell Carcinoma","Related To","morphology","8090/3","PT","GDC","N/A"
"C2921","Skin Basal Cell Carcinoma","Related To","primary_diagnosis","Basal cell carcinoma, NOS","PT","GDC","N/A"
"C3171","Acute Myeloid Leukemia","Related To","morphology","9861/3","PT","GDC","N/A"
"C3171","Acute Myeloid Leukemia","Has Synonym","primary_diagnosis","Acute myeloblastic leukemia","PT","GDC","N/A"
"C3171","Acute Myeloid Leukemia","Has Synonym","primary_diagnosis","Acute myelocytic leukemia","PT","GDC","N/A"
"C3171","Acute Myeloid Leukemia","Has Synonym","primary_diagnosis","Acute granulocytic leukemia","PT","GDC","N/A"
"C3171","Acute Myeloid Leukemia","Related To","morphology","9872/3","PT","GDC","N/A"
"C3171","Acute Myeloid Leukemia","Has Synonym","primary_diagnosis","Acute myelogenous leukemia","PT","GDC","N/A"
"C3171","Acute Myeloid Leukemia","Has Synonym","tumor_code","Acute myeloid leukemia (AML)","PT","GDC","N/A"
"C3171","Acute Myeloid Leukemia","Related To","primary_diagnosis","Acute non-lymphocytic leukemia","PT","GDC","N/A"
"C3174","Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Related To","morphology","9863/3","PT","GDC","N/A"
"C3174","Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Related To","primary_diagnosis","Chronic myeloid leukemia, NOS","PT","GDC","N/A"
"C3174","Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Has Synonym","primary_diagnosis","Chronic myelogenous leukemia, BCR-ABL positive","PT","GDC","N/A"
"C3174","Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Related To","morphology","9875/3","PT","GDC","N/A"
"C3174","Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Related To","primary_diagnosis","Chronic granulocytic leukemia, NOS","PT","GDC","N/A"
"C3174","Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Related To","primary_diagnosis","Chronic myelocytic leukemia, NOS","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Mucoid carcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Gelatinous carcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Mucous carcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Colloid carcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Colloid adenocarcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Mucous adenocarcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Mucoid adenocarcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Gelatinous adenocarcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Mucinous carcinoma","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Related To","morphology","8480/3","PT","GDC","N/A"
"C26712","Mucinous Adenocarcinoma","Has Synonym","primary_diagnosis","Mucinous adenocarcinoma","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","primary_diagnosis","Bronchiolar carcinoma","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","primary_diagnosis","Bronchiolar adenocarcinoma","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","primary_diagnosis","Bronchiolo-alveolar adenocarcinoma, NOS","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","primary_diagnosis","Minimally invasive adenocarcinoma, NOS","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","morphology","8250/3","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","primary_diagnosis","Alveolar carcinoma","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","primary_diagnosis","Alveolar adenocarcinoma","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","primary_diagnosis","Alveolar cell carcinoma","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","primary_diagnosis","Bronchiolo-alveolar carcinoma, NOS","PT","GDC","N/A"
"C2923","Minimally Invasive Lung Adenocarcinoma","Related To","morphology","8251/3","PT","GDC","N/A"
"C3242","Plasma Cell Myeloma","Has Synonym","primary_diagnosis","Plasma cell myeloma","PT","GDC","N/A"
"C3242","Plasma Cell Myeloma","Has Synonym","primary_diagnosis","Multiple myeloma","PT","GDC","N/A"
"C3242","Plasma Cell Myeloma","Related To","morphology","9732/3","PT","GDC","N/A"
"C3242","Plasma Cell Myeloma","Has Synonym","primary_diagnosis","Myelomatosis","PT","GDC","N/A"
"C3242","Plasma Cell Myeloma","Has Synonym","relationship_primary_diagnosis","Multiple Myeloma","PT","GDC","N/A"
"C3242","Plasma Cell Myeloma","Has Synonym","primary_diagnosis","Myeloma, NOS","PT","GDC","N/A"
"C9360","Lymphoblastic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, lymphoblastic, NOS","PT","GDC","N/A"
"C9360","Lymphoblastic Lymphoma","Related To","primary_diagnosis","Precursor cell lymphoblastic lymphoma, NOS","PT","GDC","N/A"
"C9360","Lymphoblastic Lymphoma","Has Synonym","disease_type","Precursor Cell Lymphoblastic Lymphoma","PT","GDC","N/A"
"C9360","Lymphoblastic Lymphoma","Related To","primary_diagnosis","Lymphoblastoma","PT","GDC","N/A"
"C9360","Lymphoblastic Lymphoma","Related To","morphology","9727/3","PT","GDC","N/A"
"C8851","Diffuse Large B-Cell Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, large cell, diffuse, NOS","PT","GDC","N/A"
"C8851","Diffuse Large B-Cell Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, large cell, cleaved and noncleaved","PT","GDC","N/A"
"C8851","Diffuse Large B-Cell Lymphoma","Related To","morphology","9680/3","PT","GDC","N/A"
"C8851","Diffuse Large B-Cell Lymphoma","Has Synonym","tumor_code","Diffuse Large B-Cell Lymphoma (DLBCL)","PT","GDC","N/A"
"C8851","Diffuse Large B-Cell Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, histiocytic, NOS","PT","GDC","N/A"
"C2924","Breast Ductal Carcinoma In Situ","Related To","primary_diagnosis","Intraductal carcinoma, NOS","PT","GDC","N/A"
"C2924","Breast Ductal Carcinoma In Situ","Related To","primary_diagnosis","Intraductal carcinoma, noninfiltrating, NOS","PT","GDC","N/A"
"C2924","Breast Ductal Carcinoma In Situ","Related To","morphology","8500/2","PT","GDC","N/A"
"C2924","Breast Ductal Carcinoma In Situ","Related To","primary_diagnosis","Ductal carcinoma in situ, NOS","PT","GDC","N/A"
"C2924","Breast Ductal Carcinoma In Situ","Related To","primary_diagnosis","Intraductal adenocarcinoma, noninfiltrating, NOS","PT","GDC","N/A"
"C2924","Breast Ductal Carcinoma In Situ","Related To","primary_diagnosis","DCIS, NOS","PT","GDC","N/A"
"C8054","Thyroid Gland Follicular Carcinoma","Has Synonym","primary_diagnosis","Follicular adenocarcinoma, well differentiated","PT","GDC","N/A"
"C8054","Thyroid Gland Follicular Carcinoma","Related To","primary_diagnosis","Follicular adenocarcinoma, NOS","PT","GDC","N/A"
"C8054","Thyroid Gland Follicular Carcinoma","Has Synonym","primary_diagnosis","Follicular carcinoma, NOS","PT","GDC","N/A"
"C8054","Thyroid Gland Follicular Carcinoma","Related To","morphology","8330/3","PT","GDC","N/A"
"C8054","Thyroid Gland Follicular Carcinoma","Related To","morphology","8331/3","PT","GDC","N/A"
"C8054","Thyroid Gland Follicular Carcinoma","Has Synonym","primary_diagnosis","Follicular carcinoma, well differentiated","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Has Synonym","primary_diagnosis","Hypernephroid tumor","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Has Synonym","primary_diagnosis","Grawitz tumor","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","tumor_code_id","63","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","morphology","8312/3","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","tumor_code_id","65","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","tumor_code_id","70","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","tumor_code_id","50","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Has Synonym","primary_diagnosis","Hypernephroma","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","morphology","8311/1","PT","GDC","N/A"
"C4033","Clear Cell Renal Cell Carcinoma","Related To","tumor_code_id","64","PT","GDC","N/A"
"C8923","Acute Erythroid Leukemia","Has Synonym","primary_diagnosis","FAB M6","PT","GDC","N/A"
"C8923","Acute Erythroid Leukemia","Has Synonym","primary_diagnosis","Acute erythroid leukaemia","PT","GDC","N/A"
"C8923","Acute Erythroid Leukemia","Related To","primary_diagnosis","AML M6","PT","GDC","N/A"
"C8923","Acute Erythroid Leukemia","Related To","morphology","9840/3","PT","GDC","N/A"
"C8923","Acute Erythroid Leukemia","Related To","primary_diagnosis","Acute erythremia","PT","GDC","N/A"
"C8923","Acute Erythroid Leukemia","Related To","primary_diagnosis","Acute myeloid leukemia, M6 type","PT","GDC","N/A"
"C3517","Mixed Cellularity Classic Hodgkin Lymphoma","Related To","primary_diagnosis","Hodgkin lymphoma, mixed cellularity, NOS","PT","GDC","N/A"
"C3517","Mixed Cellularity Classic Hodgkin Lymphoma","Related To","primary_diagnosis","Classical Hodgkin lymphoma, mixed cellularity, NOS","PT","GDC","N/A"
"C3517","Mixed Cellularity Classic Hodgkin Lymphoma","Related To","morphology","9652/3","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, small cell, NOS","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, small cell diffuse","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","morphology","9670/3","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, small B lymphocytic, NOS","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, small lymphocytic, NOS","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, lymphocytic, well differentiated, diffuse","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, lymphocytic, diffuse, NOS","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, small lymphocytic, diffuse","PT","GDC","N/A"
"C7540","Small Lymphocytic Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, lymphocytic, NOS","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","prior_treatment","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","ethnicity","not allowed to collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","biospecimen_anatomic_site","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","classification_of_tumor","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","vascular_invasion_present","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","progression_or_recurrence","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","vital_status","not allowed to collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","prior_malignancy","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","normal_tumor_genotype_snp_match","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","sample_type","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","vital_status","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","race","not allowed to collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","last_known_disease_status","Not Allowed To Collect","PT","GDC","N/A"
"C141478","Not Allowed To Collect","Has Synonym","method_of_sample_procurement","Not Allowed To Collect","PT","GDC","N/A"
"C7997","Thymoma Type B3","Has Synonym","primary_diagnosis","Well differentiated thymic carcinoma","PT","GDC","N/A"
"C7997","Thymoma Type B3","Has Synonym","primary_diagnosis","Thymoma, epithelial, malignant","PT","GDC","N/A"
"C7997","Thymoma Type B3","Related To","morphology","8585/1","PT","GDC","N/A"
"C7997","Thymoma Type B3","Has Synonym","primary_diagnosis","Thymoma, epithelial, NOS","PT","GDC","N/A"
"C7997","Thymoma Type B3","Has Synonym","primary_diagnosis","Thymoma, atypical, malignant","PT","GDC","N/A"
"C7997","Thymoma Type B3","Has Synonym","primary_diagnosis","Thymoma, type B3, malignant","PT","GDC","N/A"
"C7997","Thymoma Type B3","Has Synonym","primary_diagnosis","Thymoma, type B3, NOS","PT","GDC","N/A"
"C7997","Thymoma Type B3","Has Synonym","primary_diagnosis","Thymoma, atypical, NOS","PT","GDC","N/A"
"C7997","Thymoma Type B3","Related To","morphology","8585/3","PT","GDC","N/A"
"C4337","Mantle Cell Lymphoma","Has Synonym","primary_diagnosis","Mantle zone lymphoma","PT","GDC","N/A"
"C4337","Mantle Cell Lymphoma","Related To","primary_diagnosis","Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse","PT","GDC","N/A"
"C4337","Mantle Cell Lymphoma","Related To","primary_diagnosis","Mantle cell lymphoma (Includes all variants blastic, pleomorphic, small cell)","PT","GDC","N/A"
"C4337","Mantle Cell Lymphoma","Related To","morphology","9673/3","PT","GDC","N/A"
"C2862","Primary Myelofibrosis","Has Synonym","primary_diagnosis","Chronic idiopathic myelofibrosis","PT","GDC","N/A"
"C2862","Primary Myelofibrosis","Has Synonym","primary_diagnosis","Primary myelofibrosis","PT","GDC","N/A"
"C2862","Primary Myelofibrosis","Related To","primary_diagnosis","Myelofibrosis as a result of myeloproliferative disease","PT","GDC","N/A"
"C2862","Primary Myelofibrosis","Related To","primary_diagnosis","Myelofibrosis with myeloid metaplasia","PT","GDC","N/A"
"C2862","Primary Myelofibrosis","Related To","primary_diagnosis","Megakaryocytic myelosclerosis","PT","GDC","N/A"
"C2862","Primary Myelofibrosis","Has Synonym","primary_diagnosis","Agnogenic myeloid metaplasia","PT","GDC","N/A"
"C2862","Primary Myelofibrosis","Related To","morphology","9961/3","PT","GDC","N/A"
"C2862","Primary Myelofibrosis","Has Synonym","primary_diagnosis","Myelosclerosis with myeloid metaplasia","PT","GDC","N/A"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Has Synonym","sample_type","Neoplasms of Uncertain and Unknown Behavior","PT","GDC","N/A"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Related To","primary_diagnosis","Unclassified tumor, uncertain whether benign or malignant","PT","GDC","N/A"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Related To","morphology","8000/1","PT","GDC","N/A"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Related To","primary_diagnosis","Unclassified tumor, borderline malignancy","PT","GDC","N/A"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Has Synonym","primary_diagnosis","Neoplasm, uncertain whether benign or malignant","PT","GDC","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Has Synonym","tumor_code","NHL, anaplastic large cell lymphoma","PT","GDC","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Related To","morphology","9714/3","PT","GDC","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Related To","primary_diagnosis","Large cell (Ki-1+) lymphoma","PT","GDC","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Has Synonym","primary_diagnosis","Anaplastic large cell lymphoma, NOS","PT","GDC","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Has Synonym","primary_diagnosis","Anaplastic large cell lymphoma, CD30+","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","tumor_descriptor","Not Applicable","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","library_strand","Not Applicable","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","chipseq_antibody","Not Applicable","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","reflux_treatment_type","Not Applicable","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","disease_type","Not Applicable","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","read_pair_number","Not Applicable","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","target_capture_kit","Not Applicable","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","gene_symbol","Not Applicable","PT","GDC","N/A"
"C48660","Not Applicable","Has Synonym","fragmentation_enzyme","Not Applicable","PT","GDC","N/A"
"C3915","Small Cell Neuroendocrine Carcinoma","Related To","primary_diagnosis","Round cell carcinoma","PT","GDC","N/A"
"C3915","Small Cell Neuroendocrine Carcinoma","Related To","primary_diagnosis","Reserve cell carcinoma","PT","GDC","N/A"
"C3915","Small Cell Neuroendocrine Carcinoma","Related To","morphology","8042/3","PT","GDC","N/A"
"C3915","Small Cell Neuroendocrine Carcinoma","Has Synonym","primary_diagnosis","Oat cell carcinoma","PT","GDC","N/A"
"C3915","Small Cell Neuroendocrine Carcinoma","Related To","morphology","8041/3","PT","GDC","N/A"
"C3915","Small Cell Neuroendocrine Carcinoma","Has Synonym","primary_diagnosis","Small cell neuroendocrine carcinoma","PT","GDC","N/A"
"C3915","Small Cell Neuroendocrine Carcinoma","Has Synonym","primary_diagnosis","Small cell carcinoma, NOS","PT","GDC","N/A"
"C4139","Combined Carcinoid and Adenocarcinoma","Has Synonym","primary_diagnosis","Composite carcinoid","PT","GDC","N/A"
"C4139","Combined Carcinoid and Adenocarcinoma","Related To","morphology","8245/3","PT","GDC","N/A"
"C4139","Combined Carcinoid and Adenocarcinoma","Has Synonym","primary_diagnosis","Adenocarcinoid tumor","PT","GDC","N/A"
"C4139","Combined Carcinoid and Adenocarcinoma","Related To","primary_diagnosis","Goblet cell carcinoid","PT","GDC","N/A"
"C4139","Combined Carcinoid and Adenocarcinoma","Related To","morphology","8243/3","PT","GDC","N/A"
"C4139","Combined Carcinoid and Adenocarcinoma","Has Synonym","primary_diagnosis","Combined carcinoid and adenocarcinoma","PT","GDC","N/A"
"C4139","Combined Carcinoid and Adenocarcinoma","Has Synonym","primary_diagnosis","Combined/mixed carcinoid and adenocarcinoma","PT","GDC","N/A"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Has Synonym","primary_diagnosis","Angioimmunoblastic T-cell lymphoma","PT","GDC","N/A"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Related To","morphology","9705/3","PT","GDC","N/A"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Related To","primary_diagnosis","Peripheral T-cell lymphoma, AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia)","PT","GDC","N/A"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Related To","primary_diagnosis","Angioimmunoblastic lymphoma","PT","GDC","N/A"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Related To","morphology","9767/1","PT","GDC","N/A"
"C7528","Angioimmunoblastic T-Cell Lymphoma","Has Synonym","primary_diagnosis","Angioimmunoblastic lymphadenopathy","PT","GDC","N/A"
